Source,Target
Andrei Arlovski,Tim Sylvia
Karo Parisyan,Chris Lytle
Pete Sell,Phil Baroni
Tito Ortiz,Vitor Belfort
Mike Kyle,James Irvin
Nick Diaz,Drew Fickett
Tito Ortiz,Patrick Cote
Frank Trigg,Renato Verissimo
Matt Hughes,Georges St-Pierre
Evan Tanner,Robbie Lawler
Travis Lutter,Marvin Eastman
Rich Franklin,Jorge Rivera
Ivan Salaverry,Tony Fryklund
Justin Eilers,Mike Kyle
Karo Parisyan,Nick Diaz
Joe Riggs,Joe Doerksen
David Terrell,Matt Lindland
Yves Edwards,Josh Thomson
Randy Couture,Vitor Belfort
Chris Lytle,Ronald Jhun
Chuck Liddell,Vernon White
Georges St-Pierre,Jay Hieron
Matt Hughes,Renato Verissimo
Evan Tanner,Phil Baroni
Trevor Prangley,Curtis Stout
Matt Serra,Ivan Menjivar
Frank Mir,Tim Sylvia
Frank Trigg,Dennis Hallman
Ken Shamrock,Kimo Leopoldo
Mike Kyle,Wes Sims
Andrei Arlovski,Wesley Correira
Genki Sudo,Mike Brown
Yves Edwards,Hermes Franca
Jonathan Wiezorek,Wade Shipp
Chris Lytle,Tiki Ghosn
Nick Diaz,Robbie Lawler
Chuck Liddell,Tito Ortiz
Vitor Belfort,Randy Couture
Georges St-Pierre,Karo Parisyan
Josh Thomson,Hermes Franca
Matt Serra,Jeff Curran
Renato Verissimo,Carlos Newton
Lee Murray,Jorge Rivera
BJ Penn,Matt Hughes
Frank Mir,Wes Sims
Evan Tanner,Phil Baroni
Robbie Lawler,Chris Lytle
Matt Hughes,Frank Trigg
Matt Lindland,Falaniko Vitale
Wesley Correira,David Abbott
Yves Edwards,Nick Agallar
Pedro Rizzo,Ricco Rodriguez
Keith Rockel,Chris Liguori
Andrei Arlovski,Vladimir Matyushenko
Nick Diaz,Jeremy Jackson
Rich Franklin,Edwin DeWees
Jorge Rivera,David Loiseau
Tim Sylvia,Gan McGee
Josh Thomson,Gerald Strebendt
Randy Couture,Tito Ortiz
Karo Parisyan,Dave Strasser
Hermes Franca,Caol Uno
Frank Mir,Wes Sims
Falaniko Vitale,Matt Lindland
Pedro Rizzo,Tra Telligman
Randy Couture,Chuck Liddell
Kimo Leopoldo,David Abbott
Vernon White,Ian Freeman
Yves Edwards,Eddie Ruiz
Vitor Belfort,Marvin Eastman
Pete Spratt,Robbie Lawler
Rich Franklin,Evan Tanner
Hermes Franca,Richard Crunkilton
David Loiseau,Mark Weir
Dave Strasser,Romie Aram
Wesley Correira,Sean Alvarez
Matt Hughes,Sean Sherk
Duane Ludwig,Genki Sudo
Tim Sylvia,Ricco Rodriguez
Frank Mir,David Abbott
Matt Lindland,Phil Baroni
Vladimir Matyushenko,Pedro Rizzo
BJ Penn,Caol Uno
Yves Edwards,Rich Clementi
Gan McGee,Alexandre Dantas
Din Thomas,Matt Serra
Robbie Lawler,Tiki Ghosn
Carlos Newton,Pete Spratt
Andrei Arlovski,Ian Freeman
Chuck Liddell,Renato Sobral
Phillip Miller,Mark Weir
Matt Hughes,Gil Castillo
Vladimir Matyushenko,Travis Wiuff
Tito Ortiz,Ken Shamrock
Caol Uno,Din Thomas
Gan McGee,Pedro Rizzo
Matt Lindland,Ivan Salaverry
Ricco Rodriguez,Randy Couture
Sean Sherk,Benji Radach
BJ Penn,Matt Serra
Tim Sylvia,Wesley Correira
Phil Baroni,Dave Menne
Ian Freeman,Frank Mir
Renato Sobral,Elvis Sinosic
Matt Hughes,Carlos Newton
Phillip Miller,James Zikic
Mark Weir,Eugene Jackson
Genki Sudo,Leigh Remedios
Evan Tanner,Chris Haseman
Chuck Liddell,Vitor Belfort
Robbie Lawler,Steve Berger
Yves Edwards,Joao Pierini
Pete Spratt,Zach Light
Tony Fryklund,Rodrigo Ruas
Benji Radach,Nick Serra
Benji Radach,Steve Berger
Caol Uno,Yves Edwards
Robbie Lawler,Aaron Riley
Murilo Bustamante,Matt Lindland
Phil Baroni,Amar Suloev
Ivan Salaverry,Andrei Semenov
Ricco Rodriguez,Tsuyoshi Kohsaka
BJ Penn,Paul Creighton
Evan Tanner,Elvis Sinosic
Pedro Rizzo,Andrei Arlovski
Matt Serra,Kelly Dullanty
Frank Mir,Pete Williams
Matt Hughes,Hayato Sakurai
Sean Sherk,Jutaro Nakao
Josh Barnett,Randy Couture
Matt Lindland,Pat Miletich
Eugene Jackson,Keith Rockel
Chuck Liddell,Amar Suloev
Gil Castillo,Chris Brennan
Ricco Rodriguez,Jeff Monson
Murilo Bustamante,Dave Menne
Jens Pulver,BJ Penn
Kevin Randleman,Renato Sobral
Andrei Semenov,Ricardo Almeida
BJ Penn,Caol Uno
Matt Lindland,Phil Baroni
Matt Hughes,Carlos Newton
Evan Tanner,Homer Moore
Ricco Rodriguez,Pete Williams
Randy Couture,Pedro Rizzo
Josh Barnett,Bobby Hoffman
Frank Mir,Roberto Traven
Ricardo Almeida,Eugene Jackson
Dave Menne,Gil Castillo
Chuck Liddell,Murilo Bustamante
Tito Ortiz,Vladimir Matyushenko
Matt Serra,Yves Edwards
Jens Pulver,Dennis Hallman
Jutaro Nakao,Tony DeSouza
Din Thomas,Fabiano Iha
BJ Penn,Din Thomas
Ricco Rodriguez,Andrei Arlovski
Tito Ortiz,Elvis Sinosic
Tony DeSouza,Paul Rodriguez
Caol Uno,Fabiano Iha
Vladimir Matyushenko,Yuki Kondo
Josh Barnett,Semmy Schilt
Pat Miletich,Shonie Carter
Matt Lindland,Ricardo Almeida
Carlos Newton,Pat Miletich
Semmy Schilt,Pete Williams
BJ Penn,Joey Gilbert
Tony DeSouza,Steve Berger
Shonie Carter,Matt Serra
Randy Couture,Pedro Rizzo
Chuck Liddell,Kevin Randleman
Pedro Rizzo,Josh Barnett
Tito Ortiz,Evan Tanner
Jens Pulver,Caol Uno
Phil Baroni,Curtis Stout
Fabiano Iha,Phil Johns
Bobby Hoffman,Mark Robinson
Sean Sherk,Tiki Ghosn
Elvis Sinosic,Jeremy Horn
Tito Ortiz,Yuki Kondo
Chuck Liddell,Jeff Monson
Dennis Hallman,Matt Hughes
Evan Tanner,Lance Gibson
Pat Miletich,Kenichi Yamamoto
Fabiano Iha,Daiju Takase
Matt Lindland,Yoji Anjo
Josh Barnett,Gan McGee
Randy Couture,Kevin Randleman
Ben Earwood,Chris Lytle
Jens Pulver,John Lewis
Renato Sobral,Maurice Smith
Mark Hughes,Alex Stiebling
Andrei Arlovski,Aaron Brink
Jeremy Horn,Eugene Jackson
Yuki Kondo,Alexandre Dantas
Maurice Smith,Bobby Hoffman
Pedro Rizzo,Dan Severn
Jeff Monson,Tim Lajcik
Brad Gumm,CJ Fernandes
Fabiano Iha,Laverne Clark
Ian Freeman,Tedd Williams
Matt Hughes,Marcelo Aguiar
Shonie Carter,Adrian Serrano
Pat Miletich,John Alessio
Ian Freeman,Nate Schroeder
Tyrone Roberts,David Dodd
Amaury Bitetti,Alex Andrade
Kevin Randleman,Pedro Rizzo
Jens Pulver,Joao Roque
Murilo Bustamante,Yoji Anjo
Laverne Clark,Koji Oishi
Sanae Kikuta,Eugene Jackson
Tito Ortiz,Wanderlei Silva
Ron Waterman,Satoshi Honma
Ikuhisa Minowa,Joe Slick
Shonie Carter,Brad Gumm
Dave Menne,Fabiano Iha
Scott Adams,Ian Freeman
Jens Pulver,David Velasquez
Tedd Williams,Steve Judson
Bob Cook,Tiki Ghosn
Lance Gibson,Jermaine Andre
Pedro Rizzo,Tsuyoshi Kohsaka
Kevin Randleman,Pete Williams
Kenichi Yamamoto,Daiju Takase
Kenichi Yamamoto,Katsuhisa Fujii
Joe Slick,Jason DeLucia
Eugene Jackson,Keiichiro Yamamiya
Katsuhisa Fujii,Masutatsu Yano
Chuck Liddell,Paul Jones
Brad Kohler,Steve Judson
Jens Pulver,Alfonso Alcarez
John Lewis,Lowell Anderson
Jeremy Horn,Jason Godsey
Frank Shamrock,Tito Ortiz
Tim Lajcik,Ron Waterman
Matt Hughes,Valeri Ignatov
Tsuyoshi Kohsaka,Tim Lajcik
Andre Roberts,Ron Waterman
Pat Miletich,Andre Pederneiras
Eugene Jackson,Royce Alger
Paul Jones,Flavio Luiz Moura
Travis Fulton,David Dodd
Maurice Smith,Marco Ruas
Jeremy Horn,Daiju Takase
Laverne Clark,Fabiano Iha
Pete Williams,Travis Fulton
Bas Rutten,Kevin Randleman
Ron Waterman,Chris Condo
Marcelo Mello,David Roberts
Wanderlei Silva,Tony Petarra
Pedro Rizzo,Tra Telligman
Pete Williams,Jason Godsey
Jeremy Horn,Chuck Liddell
Tito Ortiz,Guy Mezger
Kevin Randleman,Maurice Smith
Sione Latu,Joey Roberts
Gary Goodridge,Andre Roberts
Evan Tanner,Valeri Ignatov
Bas Rutten,Tsuyoshi Kohsaka
Laverne Clark,Frank Caracci
Tito Ortiz,Jerry Bohlander
Evan Tanner,Darrel Gholar
Mikey Burnett,Townsend Saunders
Pat Miletich,Jorge Patino
Pedro Rizzo,Mark Coleman
Tsuyoshi Kohsaka,Pete Williams
Pat Miletich,Mikey Burnett
Frank Shamrock,John Lober
Ebenezer Fontes Braga,Jeremy Horn
Vitor Belfort,Wanderlei Silva
Pedro Rizzo,David Abbott
Tulio Palhares,Adriano Santos
Frank Shamrock,Jeremy Horn
David Abbott,Hugo Duarte
Dan Henderson,Carlos Newton
Pete Williams,Mark Coleman
Carlos Newton,Bob Gilstrap
Mike van Arsdale,Joe Pardo
Dan Henderson,Allan Goes
Chuck Liddell,Noe Hernandez
Pat Miletich,Chris Brennan
Pat Miletich,Townsend Saunders
Mikey Burnett,Eugenio Tadeu
Frank Shamrock,Igor Zinoviev
Jerry Bohlander,Kevin Jackson
Tsuyoshi Kohsaka,Kimo Leopoldo
Frank Shamrock,Kevin Jackson
Randy Couture,Maurice Smith
David Abbott,Yoji Anjo
Tra Telligman,Brad Kohler
Kazushi Sakuraba,Marcus Silveira
Vitor Belfort,Joe Charles
Kazushi Sakuraba,Marcus Silveira
Maurice Smith,David Abbott
Alex Hunter,Harry Moskowitz
Mark Kerr,Dwayne Cason
Randy Couture,Vitor Belfort
Dwayne Cason,Houston Dorr
Dave Beneteau,Carlos Barreto
Mark Kerr,Greg Stott
Maurice Smith,Mark Coleman
Mark Kerr,Dan Bobish
Mark Kerr,Moti Horenstein
Kevin Jackson,Todd Butler
Kevin Jackson,Tony Fryklund
Joe Moreira,Yuri Vaulin
Alex Hunter,Sam Fulton
Dan Bobish,Brian Johnston
Tony Fryklund,Donnie Chappell
Vitor Belfort,David Abbott
Guy Mezger,Tito Ortiz
Guy Mezger,Christophe Leninger
Enson Inoue,Royce Alger
Randy Couture,Tony Halme
Steven Graham,Dmitri Stepanov
Jack Nilson,Saeed Hosseini
Randy Couture,Steven Graham
Tito Ortiz,Wes Albritton
Vitor Belfort,Tra Telligman
Mark Coleman,Dan Severn
Jerry Bohlander,Nick Sanzo
Vitor Belfort,Scott Ferrozzo
Scott Ferrozzo,Jim Mullen
Jerry Bohlander,Rainy Martinez
Yoshiki Takahashi,Wallid Ismail
David Abbott,Cal Worsham
David Abbott,Steve Nelmark
Kimo Leopoldo,Paul Varelans
Don Frye,David Abbott
Don Frye,Gary Goodridge
Don Frye,Mark Hall
Ken Shamrock,Brian Johnston
Scott Ferrozzo,David Abbott
Mark Coleman,Brian Johnston
Brian Johnston,Reza Nasri
Mark Coleman,Julian Sanchez
David Abbott,Sam Adkins
Jerry Bohlander,Fabio Gurgel
Don Frye,Brian Johnston
Don Frye,Mark Hall
Mark Coleman,Moti Horenstein
Mark Coleman,Don Frye
Mark Coleman,Gary Goodridge
Gary Goodridge,John Campetella
Brian Johnston,Scott Fiedler
Geza Kalman,Dieusel Berto
Dan Severn,Ken Shamrock
Steve Nelmark,Tai Bowden
Don Frye,Amaury Bitetti
Mark Hall,Koji Kitao
Cal Worsham,Zane Frazier
Rafael Carino,Matt Andersen
Mark Schultz,Gary Goodridge
Paul Varelans,Joe Moreira
Don Frye,Gary Goodridge
Gary Goodridge,Jerry Bohlander
Jerry Bohlander,Scott Ferrozzo
Don Frye,Sam Adkins
Gary Goodridge,Paul Herrera
Ken Shamrock,Kimo Leopoldo
Don Frye,Thomas Ramirez
Dan Severn,David Abbott
Oleg Taktarov,Marco Ruas
Marco Ruas,Keith Hackney
David Abbott,Steve Jennum
Dan Severn,Oleg Taktarov
Dan Severn,Paul Varelans
Oleg Taktarov,Dave Beneteau
Marco Ruas,Paul Varelans
Ken Shamrock,Oleg Taktarov
Marco Ruas,Larry Cureton
Mark Hall,Harold Howard
Paul Varelans,Gerry Harris
Paul Varelans,Mark Hall
Marco Ruas,Remco Pardoel
Remco Pardoel,Ryan Parker
Scott Bessac,David Hood
Oleg Taktarov,Dave Beneteau
Oleg Taktarov,David Abbott
Ken Shamrock,Dan Severn
David Abbott,Paul Varelans
Paul Varelans,Cal Worsham
Oleg Taktarov,Anthony Macias
David Abbott,John Matua
Patrick Smith,Rudyard Moncayo
Todd Medina,Larry Cureton
Dan Severn,Dave Beneteau
Dave Beneteau,Todd Medina
Oleg Taktarov,Ernie Verdicia
Dan Severn,Oleg Taktarov
Dan Severn,Joe Charles
Ken Shamrock,Royce Gracie
Jon Hess,Andy Anderson
Guy Mezger,John Dowdy
Dave Beneteau,Asbel Cancio
Royce Gracie,Dan Severn
Dan Severn,Anthony Macias
Steve Jennum,Melton Bowen
Royce Gracie,Ron van Clief
Royce Gracie,Keith Hackney
Guy Mezger,Jason Fairn
Keith Hackney,Joe Son
Dan Severn,Marcus Bossett
Steve Jennum,Harold Howard
Ken Shamrock,Felix Lee Mitchell
Royce Gracie,Kimo Leopoldo
Harold Howard,Roland Payne
Ken Shamrock,Christophe Leninger
Keith Hackney,Emmanuel Yarborough
Royce Gracie,Patrick Smith
Patrick Smith,Scott Morris
Royce Gracie,Remco Pardoel
Remco Pardoel,Orlando Wiet
Patrick Smith,Johnny Rhodes
Johnny Rhodes,Fred Ettish
Royce Gracie,Minoki Ichihara
Frank Hamaker,Thaddeus Luster
Royce Gracie,Jason DeLucia
Jason DeLucia,Scott Baker
Remco Pardoel,Alberta Cerra Leon
Orlando Wiet,Robert Lucarelli
Johnny Rhodes,David Levicki
Patrick Smith,Ray Wizard
Scott Morris,Sean Daugherty
